name,amenity,shop,longitude,latitude
Atatürk Ortaokulu,school,,29.024961708180296,41.01342523086476
Kadıkoy Kız Teknik ve Meslek Lisesi,school,,29.02441215607984,40.983629282797146
Taylan Doğuer Kandilli İlkokulu,school,,29.05789699551096,41.07407454624219
Kandilli Kız Anadolu Lisesi,school,,29.057297986248347,41.07145010785229
Büyükçekmece Anadolu Lisesi,school,,28.584569080044552,41.01956778388016
Büyükçekmece Atatürk Anadolu Lisesi,school,,28.585113018497857,41.01990306296163
Hasdal Ortaokulu,school,,28.97227215516629,41.09519644017948
Gazi İmam Hatip Ortaokulu,school,,28.93402949743208,41.012879523529584
İstanbul Atatürk Fen Lisesi,school,,29.05230130588748,40.98876250038161
Galatasaray Lisesi,school,,28.97873797267328,41.03281693133793
Kabataş Erkek Lisesi,school,,29.02218524642465,41.04652838877183
İstanbul Teknik Üniversitesi Mesleki ve Teknik Anadolu Lisesi,school,,29.018389801172425,41.0449743406151
Beşiktaş Anadolu Lisesi,school,,29.01309068411933,41.04288115424773
Sakıp Sabancı Anadolu Lisesi,school,,29.007944891563127,41.05059426155615
III. Selim İlköğretim ve İmam Hatip,school,,29.01353936057541,41.014013729753
İstanbul Atatürk Anadolu Lisesi,school,,28.98342487599501,41.03463560778104
Vefa Lisesi,school,,28.927265831909708,41.01701037480998
Çapa Fen Lisesi,school,,28.936364896967763,41.0148039059272
İSOV Dinçkök Anadolu Meslek Lisesi,school,,29.029015902417992,41.08658670646202
Hüseyin Bürge Anadolu Lisesi,school,,28.90299628266557,41.0405555467348
Saint Benoit Fransız Lisesi,school,,28.976384471044,41.02525835431711
Küçükyalı Rezan Has Anadolu Lisesi,school,,29.115930033002805,40.95343328485978
Kadir Has Anadolu Lisesi,school,,29.11680080962844,40.95300139069271
Bağlarbaşı İlkokulu,school,,29.14288823523034,40.92809385857147
Hayrullah Kefoğlu Anadolu Lisesi,school,,29.09636610185004,40.9555009203031
23 Nisan Zehra Hanım İmam Hatip Ortaokulu,school,,29.096769351268858,40.95555052684856
Bostancı İlkokulu,school,,29.09685403442947,40.95507381470163
Selami Ali Ortaokulu,school,,29.028196430935857,41.026523340129295
Atilla Uras Anadolu Lisesi,school,,29.134682197803496,40.94144424147683
Handan Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,school,,29.133573652218217,40.94118769431277
Mehmet Salih Bal Mesleki ve Teknik Anadolu Lisesi,school,,29.13648648407729,40.94180796535437
Evliya Çelebi İlkokulu,school,,29.141246652012512,40.94301186221647
E.C.A. Elginkan Anadolu Lisesi,school,,29.13608954987692,40.92719247348501
Henza Akın Çolakoğlu Anadolu İmam Hatip Lisesi,school,,29.08299227983706,41.02245632028075
Melahat Şefizade Ortaokulu,school,,29.045648107507045,40.984961912274485
Özdemiroğlu İmam Hatip Ortaokulu,school,,29.033449229614785,40.99449232893018
Şehit Münir Alkan Fen Lisesi,school,,28.629937851423435,41.01847838159925
Kazım Tunç İlkokulu,school,,29.13378057774617,40.92905952230044
Behiye - Selim Pars Ortaokulu,school,,28.77972829048837,40.99443620080196
Habire Yahşi Anadolu Lisesi,school,,29.095701247349805,40.98595978837718
Dr. Nureddin - Perihan Erk Anadolu Teknik Lisesi,school,,29.102835471082948,40.98739714385013
Şener Birsöz İlkokulu,school,,29.08594511421386,40.98283248747371
Orhangazi Çok Programlı Anadolu Lisesi,school,,29.145217398237424,40.91879080655295
Orhan Sinan Hamzaoglu Ortaokulu,school,,29.23994396383971,40.87825847508027
Pınarkule Ortaokulu,school,,28.62948420886291,41.00506871931853
Suadiye Hacı Mustafa Tarman Anadolu Lisesi,school,,29.088580027555107,40.96210672506528
Mehmet Akif İmam Hatip Ortaokulu,school,,29.084369095273782,40.97449900397455
İTO Şehit Er Dursun Sivaz İlkokulu,school,,29.28553165204385,40.95299697345848
Çevrikalfa İlkokulu,school,,28.981437551577045,41.00503101701717
Şair Abay Konanbay Anadolu Lisesi,school,,28.89929092698408,41.09916523133302
Gazi Mustafa Kemal Paşa Ortaokulu,school,,29.029582990094973,40.99305816491772
Vefa lisesi,school,,28.952657537837272,41.01235548398208
Pertevniyal Lisesi,school,,28.952700767823792,41.0108051106367
Hamdullah Suphi Tanrıöver İlkokulu,school,,28.83616366314784,40.9607929544399
Sultan Alparslan Mesleki ve Teknik Anadolu Lisesi,school,,29.282507459341385,40.98927982864157
Sultanbeyli Türk Telekom Anadolu Lisesi,school,,29.28291766055588,40.98433228349149
